timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1659398168492,1277,User Login,,"Number of samples in transaction : 11, number of failing samples : 10",MVP Studio Login 1-2,,false,,7101728,18724,2,2,null,352,5626,4
1659398175689,3,http://localhost:60190/profile/profile/getProfileDetails/?id=,401,Unauthorized,MVP Studio Login 1-1,,false,,192,740,1,1,http://localhost:60190/profile/profile/getProfileDetails/?id=,3,0,0
1659398168240,1339,User Login,,"Number of samples in transaction : 11, number of failing samples : 10",MVP Studio Login 1-1,,false,,7101728,18724,1,1,null,419,6114,6
1659398217645,98,http://localhost:60968/authentication/authentication/signin,200,OK,MVP Studio Login 1-1,text,true,,492,557,3,3,http://localhost:60968/authentication/authentication/signin,98,0,2
1659398217925,102,http://localhost:60968/authentication/authentication/signin,200,OK,MVP Studio Login 1-2,text,true,,492,557,4,4,http://localhost:60968/authentication/authentication/signin,102,0,1
1659398218135,97,http://localhost:60968/authentication/authentication/signin,200,OK,MVP Studio Login 1-3,text,true,,492,557,4,4,http://localhost:60968/authentication/authentication/signin,97,0,1
1659398218271,5,http://localhost:60190/profile/profile/isUserAuthenticated,401,Unauthorized,MVP Studio Login 1-1,,false,,192,765,4,4,http://localhost:60190/profile/profile/isUserAuthenticated,5,0,1
1659398218331,93,http://localhost:60968/authentication/authentication/signin,200,OK,MVP Studio Login 1-4,text,true,,492,557,4,4,http://localhost:60968/authentication/authentication/signin,93,0,1
1659398218486,5,http://localhost:60190/profile/profile/isUserAuthenticated,401,Unauthorized,MVP Studio Login 1-2,,false,,192,765,4,4,http://localhost:60190/profile/profile/isUserAuthenticated,5,0,1
1659398218853,6,http://localhost:60190/profile/profile/isUserAuthenticated,401,Unauthorized,MVP Studio Login 1-3,,false,,192,765,4,4,http://localhost:60190/profile/profile/isUserAuthenticated,6,0,1
1659398218869,4,http://localhost:60190/profile/profile/isUserAuthenticated,401,Unauthorized,MVP Studio Login 1-4,,false,,192,765,4,4,http://localhost:60190/profile/profile/isUserAuthenticated,4,0,1
1659398218982,340,http://localhost:5000/Account/Profile,200,OK,MVP Studio Login 1-1,text,true,,7099508,11385,4,4,http://localhost:5000/Account/Profile,7,0,1
1659398218982,7,http://localhost:5000/Account/Profile-0,200,OK,MVP Studio Login 1-1,text,true,,2047,524,4,4,http://localhost:5000/Account/Profile,7,0,1
1659398218991,253,http://localhost:5000/Account/Profile-1,200,OK,MVP Studio Login 1-1,text,true,,4091,544,4,4,"https://fonts.googleapis.com/css?family=Montserrat:400,700",252,0,139
1659398218991,262,http://localhost:5000/Account/Profile-2,200,OK,MVP Studio Login 1-1,text,true,,3549,558,4,4,"https://fonts.googleapis.com/css?family=Lato:400,700,400italic,700italic",261,0,145
1659398218991,331,http://localhost:5000/Account/Profile-3,200,OK,MVP Studio Login 1-1,text,true,,793748,1096,4,4,http://localhost:5000/css/semantic.css,9,0,0
1659398218992,18,http://localhost:5000/Account/Profile-4,200,OK,MVP Studio Login 1-1,text,true,,17723,526,4,4,http://localhost:5000/css/MarsTheme.css,18,0,1
1659398218992,56,http://localhost:5000/Account/Profile-5,200,OK,MVP Studio Login 1-1,text,true,,412561,526,4,4,http://localhost:5000/css/scheduler.css,18,0,1
1659398218992,49,http://localhost:5000/Account/Profile-6,200,OK,MVP Studio Login 1-1,text,true,,278520,527,4,4,http://localhost:5000/js/jquery-3.2.1.js,13,0,1
1659398219011,73,http://localhost:5000/Account/Profile-7,200,OK,MVP Studio Login 1-1,text,true,,769533,523,4,4,http://localhost:5000/js/semantic.js,20,0,1
1659398219042,7,http://localhost:5000/Account/Profile-8,200,OK,MVP Studio Login 1-1,text,true,,3482,525,4,4,http://localhost:5000/util/Mars-lib.js,7,0,1
1659398219050,6,http://localhost:5000/Account/Profile-9,200,OK,MVP Studio Login 1-1,text,true,,8601,551,4,4,http://localhost:5000/util/NotificationFx/js/modernizr.custom.js,6,0,0
1659398219050,11,http://localhost:5000/Account/Profile-10,200,OK,MVP Studio Login 1-1,text,true,,2141,542,4,4,http://localhost:5000/util/NotificationFx/js/classie.js,11,0,1
1659398219057,14,http://localhost:5000/Account/Profile-11,200,OK,MVP Studio Login 1-1,text,true,,73407,547,4,4,http://localhost:5000/util/NotificationFx/js/snap.svg-min.js,7,0,0
1659398219061,14,http://localhost:5000/Account/Profile-12,200,OK,MVP Studio Login 1-1,text,true,,4407,549,4,4,http://localhost:5000/util/NotificationFx/js/notificationFx.js,14,0,1
1659398219072,7,http://localhost:5000/Account/Profile-13,200,OK,MVP Studio Login 1-1,text,true,,2037,546,4,4,http://localhost:5000/util/NotificationFx/css/normalize.css,7,0,0
1659398219076,5,http://localhost:5000/Account/Profile-14,200,OK,MVP Studio Login 1-1,text,true,,1619,547,4,4,http://localhost:5000/util/NotificationFx/css/ns-default.css,5,0,0
1659398219080,4,http://localhost:5000/Account/Profile-15,200,OK,MVP Studio Login 1-1,text,true,,5861,554,4,4,http://localhost:5000/util/NotificationFx/css/ns-style-attached.css,4,0,0
1659398219082,3,http://localhost:5000/Account/Profile-16,200,OK,MVP Studio Login 1-1,text,true,,5831,549,4,4,http://localhost:5000/util/NotificationFx/css/ns-style-bar.css,3,0,0
1659398219084,4,http://localhost:5000/Account/Profile-17,200,OK,MVP Studio Login 1-1,text,true,,45621,551,4,4,http://localhost:5000/util/NotificationFx/css/ns-style-growl.css,4,0,0
1659398219085,4,http://localhost:5000/Account/Profile-18,200,OK,MVP Studio Login 1-1,text,true,,29233,551,4,4,http://localhost:5000/util/NotificationFx/css/ns-style-other.css,4,0,0
1659398219085,113,http://localhost:5000/Account/Profile-19,200,OK,MVP Studio Login 1-1,text,true,,4635496,549,4,4,http://localhost:5000/js/react/dist/myAccountProfile.bundle.js,6,0,0
1659398219670,7,http://localhost:60190/notification/notification/getNotification?numberOfNotifications=5,401,Unauthorized,MVP Studio Login 1-1,,false,,192,767,4,4,http://localhost:60190/notification/notification/getNotification?numberOfNotifications=5,7,0,0
1659398219238,544,http://localhost:5000/Account/Profile,200,OK,MVP Studio Login 1-2,text,false,"The operation lasted too long: It took 544 milliseconds, but should not have lasted longer than 500 milliseconds.",7099508,11385,4,4,http://localhost:5000/Account/Profile,4,0,1
1659398219238,4,http://localhost:5000/Account/Profile-0,200,OK,MVP Studio Login 1-2,text,true,,2047,524,4,4,http://localhost:5000/Account/Profile,4,0,1
1659398219244,257,http://localhost:5000/Account/Profile-1,200,OK,MVP Studio Login 1-2,text,true,,4091,544,4,4,"https://fonts.googleapis.com/css?family=Montserrat:400,700",254,0,144
1659398219244,252,http://localhost:5000/Account/Profile-2,200,OK,MVP Studio Login 1-2,text,true,,3549,558,4,4,"https://fonts.googleapis.com/css?family=Lato:400,700,400italic,700italic",252,0,141
1659398219244,336,http://localhost:5000/Account/Profile-3,200,OK,MVP Studio Login 1-2,text,true,,793748,1096,4,4,http://localhost:5000/css/semantic.css,25,0,2
1659398219246,23,http://localhost:5000/Account/Profile-4,200,OK,MVP Studio Login 1-2,text,true,,17723,526,4,4,http://localhost:5000/css/MarsTheme.css,23,0,1
1659398219244,53,http://localhost:5000/Account/Profile-5,200,OK,MVP Studio Login 1-2,text,true,,412561,526,4,4,http://localhost:5000/css/scheduler.css,12,0,0
1659398219245,51,http://localhost:5000/Account/Profile-6,200,OK,MVP Studio Login 1-2,text,true,,278520,527,4,4,http://localhost:5000/js/jquery-3.2.1.js,28,0,1
1659398219271,120,http://localhost:5000/Account/Profile-7,200,OK,MVP Studio Login 1-2,text,true,,769533,523,4,4,http://localhost:5000/js/semantic.js,12,0,1
1659398219297,11,http://localhost:5000/Account/Profile-8,200,OK,MVP Studio Login 1-2,text,true,,3482,525,4,4,http://localhost:5000/util/Mars-lib.js,11,0,2
1659398219298,10,http://localhost:5000/Account/Profile-9,200,OK,MVP Studio Login 1-2,text,true,,8601,551,4,4,http://localhost:5000/util/NotificationFx/js/modernizr.custom.js,10,0,1
1659398219308,7,http://localhost:5000/Account/Profile-10,200,OK,MVP Studio Login 1-2,text,true,,2141,542,4,4,http://localhost:5000/util/NotificationFx/js/classie.js,7,0,0
1659398219309,12,http://localhost:5000/Account/Profile-11,200,OK,MVP Studio Login 1-2,text,true,,73407,547,4,4,http://localhost:5000/util/NotificationFx/js/snap.svg-min.js,6,0,0
1659398219316,5,http://localhost:5000/Account/Profile-12,200,OK,MVP Studio Login 1-2,text,true,,4407,549,4,4,http://localhost:5000/util/NotificationFx/js/notificationFx.js,4,0,0
1659398219321,11,http://localhost:5000/Account/Profile-13,200,OK,MVP Studio Login 1-2,text,true,,2037,546,4,4,http://localhost:5000/util/NotificationFx/css/normalize.css,11,0,0
1659398219322,11,http://localhost:5000/Account/Profile-14,200,OK,MVP Studio Login 1-2,text,true,,1619,547,4,4,http://localhost:5000/util/NotificationFx/css/ns-default.css,11,0,0
1659398219333,8,http://localhost:5000/Account/Profile-15,200,OK,MVP Studio Login 1-2,text,true,,5861,554,4,4,http://localhost:5000/util/NotificationFx/css/ns-style-attached.css,8,0,0
1659398219334,17,http://localhost:5000/Account/Profile-16,200,OK,MVP Studio Login 1-2,text,true,,5831,549,4,4,http://localhost:5000/util/NotificationFx/css/ns-style-bar.css,17,0,2
1659398219342,33,http://localhost:5000/Account/Profile-17,200,OK,MVP Studio Login 1-2,text,true,,45621,551,4,4,http://localhost:5000/util/NotificationFx/css/ns-style-growl.css,12,0,0
1659398219352,25,http://localhost:5000/Account/Profile-18,200,OK,MVP Studio Login 1-2,text,true,,29233,551,4,4,http://localhost:5000/util/NotificationFx/css/ns-style-other.css,24,0,0
1659398219375,407,http://localhost:5000/Account/Profile-19,200,OK,MVP Studio Login 1-2,text,true,,4635496,549,4,4,http://localhost:5000/js/react/dist/myAccountProfile.bundle.js,28,0,0
1659398219327,491,http://localhost:5000/Account/Profile,200,OK,MVP Studio Login 1-3,text,true,,7099508,11385,4,4,http://localhost:5000/Account/Profile,15,0,2
1659398219327,15,http://localhost:5000/Account/Profile-0,200,OK,MVP Studio Login 1-3,text,true,,2047,524,4,4,http://localhost:5000/Account/Profile,15,0,2
1659398219345,250,http://localhost:5000/Account/Profile-1,200,OK,MVP Studio Login 1-3,text,true,,4091,544,4,4,"https://fonts.googleapis.com/css?family=Montserrat:400,700",249,0,134
1659398219344,246,http://localhost:5000/Account/Profile-2,200,OK,MVP Studio Login 1-3,text,true,,3549,558,4,4,"https://fonts.googleapis.com/css?family=Lato:400,700,400italic,700italic",242,0,131
1659398219344,408,http://localhost:5000/Account/Profile-3,200,OK,MVP Studio Login 1-3,text,true,,793748,1096,4,4,http://localhost:5000/css/semantic.css,16,0,0
1659398219345,23,http://localhost:5000/Account/Profile-4,200,OK,MVP Studio Login 1-3,text,true,,17723,526,4,4,http://localhost:5000/css/MarsTheme.css,23,0,1
1659398219344,117,http://localhost:5000/Account/Profile-5,200,OK,MVP Studio Login 1-3,text,true,,412561,526,4,4,http://localhost:5000/css/scheduler.css,47,0,2
1659398219344,83,http://localhost:5000/Account/Profile-6,200,OK,MVP Studio Login 1-3,text,true,,278520,527,4,4,http://localhost:5000/js/jquery-3.2.1.js,27,0,1
1659398219368,196,http://localhost:5000/Account/Profile-7,200,OK,MVP Studio Login 1-3,text,true,,769533,523,4,4,http://localhost:5000/js/semantic.js,42,0,2
1659398219427,15,http://localhost:5000/Account/Profile-8,200,OK,MVP Studio Login 1-3,text,true,,3482,525,4,4,http://localhost:5000/util/Mars-lib.js,14,0,2
1659398219443,19,http://localhost:5000/Account/Profile-9,200,OK,MVP Studio Login 1-3,text,true,,8601,551,4,4,http://localhost:5000/util/NotificationFx/js/modernizr.custom.js,19,0,0
1659398219462,25,http://localhost:5000/Account/Profile-10,200,OK,MVP Studio Login 1-3,text,true,,2141,542,4,4,http://localhost:5000/util/NotificationFx/js/classie.js,25,0,0
1659398219462,65,http://localhost:5000/Account/Profile-11,200,OK,MVP Studio Login 1-3,text,true,,73407,547,4,4,http://localhost:5000/util/NotificationFx/js/snap.svg-min.js,44,0,2
1659398219488,17,http://localhost:5000/Account/Profile-12,200,OK,MVP Studio Login 1-3,text,true,,4407,549,4,4,http://localhost:5000/util/NotificationFx/js/notificationFx.js,17,0,0
1659398219505,22,http://localhost:5000/Account/Profile-13,200,OK,MVP Studio Login 1-3,text,true,,2037,546,4,4,http://localhost:5000/util/NotificationFx/css/normalize.css,22,0,0
1659398219528,10,http://localhost:5000/Account/Profile-14,200,OK,MVP Studio Login 1-3,text,true,,1619,547,4,4,http://localhost:5000/util/NotificationFx/css/ns-default.css,10,0,0
1659398219528,10,http://localhost:5000/Account/Profile-15,200,OK,MVP Studio Login 1-3,text,true,,5861,554,4,4,http://localhost:5000/util/NotificationFx/css/ns-style-attached.css,10,0,0
1659398219539,13,http://localhost:5000/Account/Profile-16,200,OK,MVP Studio Login 1-3,text,true,,5831,549,4,4,http://localhost:5000/util/NotificationFx/css/ns-style-bar.css,13,0,0
1659398219539,13,http://localhost:5000/Account/Profile-17,200,OK,MVP Studio Login 1-3,text,true,,45621,551,4,4,http://localhost:5000/util/NotificationFx/css/ns-style-growl.css,13,0,0
1659398219552,14,http://localhost:5000/Account/Profile-18,200,OK,MVP Studio Login 1-3,text,true,,29233,551,4,4,http://localhost:5000/util/NotificationFx/css/ns-style-other.css,14,0,0
1659398219553,265,http://localhost:5000/Account/Profile-19,200,OK,MVP Studio Login 1-3,text,true,,4635496,549,4,4,http://localhost:5000/js/react/dist/myAccountProfile.bundle.js,14,0,0
1659398219432,427,http://localhost:5000/Account/Profile,200,OK,MVP Studio Login 1-4,text,true,,7099508,11385,4,4,http://localhost:5000/Account/Profile,18,0,2
1659398219432,18,http://localhost:5000/Account/Profile-0,200,OK,MVP Studio Login 1-4,text,true,,2047,524,4,4,http://localhost:5000/Account/Profile,18,0,2
1659398219452,249,http://localhost:5000/Account/Profile-1,200,OK,MVP Studio Login 1-4,text,true,,4091,544,4,4,"https://fonts.googleapis.com/css?family=Montserrat:400,700",246,0,130
1659398219452,253,http://localhost:5000/Account/Profile-2,200,OK,MVP Studio Login 1-4,text,true,,3549,558,4,4,"https://fonts.googleapis.com/css?family=Lato:400,700,400italic,700italic",252,0,141
1659398219452,407,http://localhost:5000/Account/Profile-3,200,OK,MVP Studio Login 1-4,text,true,,793748,1096,4,4,http://localhost:5000/css/semantic.css,32,0,0
1659398219452,39,http://localhost:5000/Account/Profile-4,200,OK,MVP Studio Login 1-4,text,true,,17723,526,4,4,http://localhost:5000/css/MarsTheme.css,39,0,1
1659398219453,127,http://localhost:5000/Account/Profile-5,200,OK,MVP Studio Login 1-4,text,true,,412561,526,4,4,http://localhost:5000/css/scheduler.css,40,0,1
1659398219453,99,http://localhost:5000/Account/Profile-6,200,OK,MVP Studio Login 1-4,text,true,,278520,527,4,4,http://localhost:5000/js/jquery-3.2.1.js,47,0,2
1659398219492,136,http://localhost:5000/Account/Profile-7,200,OK,MVP Studio Login 1-4,text,true,,769533,523,4,4,http://localhost:5000/js/semantic.js,37,0,2
1659398219552,22,http://localhost:5000/Account/Profile-8,200,OK,MVP Studio Login 1-4,text,true,,3482,525,4,4,http://localhost:5000/util/Mars-lib.js,22,0,2
1659398219574,12,http://localhost:5000/Account/Profile-9,200,OK,MVP Studio Login 1-4,text,true,,8601,551,4,4,http://localhost:5000/util/NotificationFx/js/modernizr.custom.js,12,0,0
1659398219581,23,http://localhost:5000/Account/Profile-10,200,OK,MVP Studio Login 1-4,text,true,,2141,542,4,4,http://localhost:5000/util/NotificationFx/js/classie.js,23,0,1
1659398219587,20,http://localhost:5000/Account/Profile-11,200,OK,MVP Studio Login 1-4,text,true,,73407,547,4,4,http://localhost:5000/util/NotificationFx/js/snap.svg-min.js,15,0,0
1659398219604,10,http://localhost:5000/Account/Profile-12,200,OK,MVP Studio Login 1-4,text,true,,4407,549,4,4,http://localhost:5000/util/NotificationFx/js/notificationFx.js,10,0,0
1659398219608,11,http://localhost:5000/Account/Profile-13,200,OK,MVP Studio Login 1-4,text,true,,2037,546,4,4,http://localhost:5000/util/NotificationFx/css/normalize.css,11,0,0
1659398219615,4,http://localhost:5000/Account/Profile-14,200,OK,MVP Studio Login 1-4,text,true,,1619,547,4,4,http://localhost:5000/util/NotificationFx/css/ns-default.css,4,0,0
1659398219619,6,http://localhost:5000/Account/Profile-15,200,OK,MVP Studio Login 1-4,text,true,,5861,554,4,4,http://localhost:5000/util/NotificationFx/css/ns-style-attached.css,5,0,0
1659398219620,5,http://localhost:5000/Account/Profile-16,200,OK,MVP Studio Login 1-4,text,true,,5831,549,4,4,http://localhost:5000/util/NotificationFx/css/ns-style-bar.css,5,0,0
1659398219625,8,http://localhost:5000/Account/Profile-17,200,OK,MVP Studio Login 1-4,text,true,,45621,551,4,4,http://localhost:5000/util/NotificationFx/css/ns-style-growl.css,8,0,0
1659398219625,10,http://localhost:5000/Account/Profile-18,200,OK,MVP Studio Login 1-4,text,true,,29233,551,4,4,http://localhost:5000/util/NotificationFx/css/ns-style-other.css,10,0,0
1659398219628,209,http://localhost:5000/Account/Profile-19,200,OK,MVP Studio Login 1-4,text,true,,4635496,549,4,4,http://localhost:5000/js/react/dist/myAccountProfile.bundle.js,9,0,0
1659398220139,4,http://localhost:60190/notification/notification/getNewNotificationCount,401,Unauthorized,MVP Studio Login 1-1,,false,,192,751,4,4,http://localhost:60190/notification/notification/getNewNotificationCount,4,0,0
1659398220158,4,http://localhost:60190/notification/notification/getNotification?numberOfNotifications=5,401,Unauthorized,MVP Studio Login 1-2,,false,,192,767,4,4,http://localhost:60190/notification/notification/getNotification?numberOfNotifications=5,4,0,0
1659398220321,4,http://localhost:60190/notification/notification/getNotification?numberOfNotifications=5,401,Unauthorized,MVP Studio Login 1-3,,false,,192,767,4,4,http://localhost:60190/notification/notification/getNotification?numberOfNotifications=5,4,0,0
1659398220360,3,http://localhost:60190/notification/notification/getNotification?numberOfNotifications=5,401,Unauthorized,MVP Studio Login 1-4,,false,,192,767,4,4,http://localhost:60190/notification/notification/getNotification?numberOfNotifications=5,3,0,0
1659398220660,6,http://localhost:60190/notification/notification/getNewNotificationCount,401,Unauthorized,MVP Studio Login 1-2,,false,,192,751,4,4,http://localhost:60190/notification/notification/getNewNotificationCount,6,0,0
1659398220670,4,http://localhost:51689/listing/listing/getBalance,401,Unauthorized,MVP Studio Login 1-1,,false,,192,728,4,4,http://localhost:51689/listing/listing/getBalance,4,0,1
1659398220783,3,http://localhost:60190/notification/notification/getNewNotificationCount,401,Unauthorized,MVP Studio Login 1-3,,false,,192,751,4,4,http://localhost:60190/notification/notification/getNewNotificationCount,3,0,0
1659398220948,3,http://localhost:60190/notification/notification/getNewNotificationCount,401,Unauthorized,MVP Studio Login 1-4,,false,,192,751,4,4,http://localhost:60190/notification/notification/getNewNotificationCount,3,0,0
1659398221338,5,http://localhost:51689/listing/listing/getBalance,401,Unauthorized,MVP Studio Login 1-2,,false,,192,728,4,4,http://localhost:51689/listing/listing/getBalance,5,0,1
1659398221346,3,http://localhost:60190/profile/profile/getLanguage,401,Unauthorized,MVP Studio Login 1-1,,false,,192,757,4,4,http://localhost:60190/profile/profile/getLanguage,3,0,0
1659398221352,6,http://localhost:51689/listing/listing/getBalance,401,Unauthorized,MVP Studio Login 1-3,,false,,192,728,4,4,http://localhost:51689/listing/listing/getBalance,6,0,2
1659398221574,4,http://localhost:51689/listing/listing/getBalance,401,Unauthorized,MVP Studio Login 1-4,,false,,192,728,4,4,http://localhost:51689/listing/listing/getBalance,4,0,1
1659398221805,4,http://localhost:60190/profile/profile/getLanguage,401,Unauthorized,MVP Studio Login 1-2,,false,,192,757,4,4,http://localhost:60190/profile/profile/getLanguage,4,0,0
1659398221894,4,http://localhost:60190/profile/profile/getLanguage,401,Unauthorized,MVP Studio Login 1-3,,false,,192,757,4,4,http://localhost:60190/profile/profile/getLanguage,4,0,0
1659398221931,3,http://localhost:60190/profile/profile/getLanguage,401,Unauthorized,MVP Studio Login 1-4,,false,,192,757,4,4,http://localhost:60190/profile/profile/getLanguage,3,0,0
1659398221954,3,http://localhost:60190/profile/profile/getSkill,401,Unauthorized,MVP Studio Login 1-1,,false,,192,754,4,4,http://localhost:60190/profile/profile/getSkill,3,0,0
1659398222378,3,http://localhost:60190/profile/profile/getSkill,401,Unauthorized,MVP Studio Login 1-2,,false,,192,754,4,4,http://localhost:60190/profile/profile/getSkill,3,0,0
1659398222383,3,http://localhost:60190/profile/profile/getSkill,401,Unauthorized,MVP Studio Login 1-3,,false,,192,754,4,4,http://localhost:60190/profile/profile/getSkill,3,0,0
1659398222407,4,http://localhost:60190/profile/profile/getSkill,401,Unauthorized,MVP Studio Login 1-4,,false,,192,754,4,4,http://localhost:60190/profile/profile/getSkill,4,0,0
1659398222505,5,http://localhost:60190/profile/profile/getEducation,401,Unauthorized,MVP Studio Login 1-1,,false,,192,758,4,4,http://localhost:60190/profile/profile/getEducation,5,0,0
1659398222975,4,http://localhost:60190/profile/profile/getEducation,401,Unauthorized,MVP Studio Login 1-3,,false,,192,758,4,4,http://localhost:60190/profile/profile/getEducation,4,0,0
1659398222997,3,http://localhost:60190/profile/profile/getEducation,401,Unauthorized,MVP Studio Login 1-4,,false,,192,758,4,4,http://localhost:60190/profile/profile/getEducation,3,0,0
1659398223025,3,http://localhost:60190/profile/profile/getEducation,401,Unauthorized,MVP Studio Login 1-2,,false,,192,758,4,4,http://localhost:60190/profile/profile/getEducation,3,0,0
1659398223037,3,http://localhost:60190/profile/profile/getCertification,401,Unauthorized,MVP Studio Login 1-1,,false,,192,762,4,4,http://localhost:60190/profile/profile/getCertification,3,0,0
1659398223585,3,http://localhost:60190/profile/profile/getCertification,401,Unauthorized,MVP Studio Login 1-3,,false,,192,762,4,4,http://localhost:60190/profile/profile/getCertification,3,0,0
1659398223590,3,http://localhost:60190/profile/profile/getCertification,401,Unauthorized,MVP Studio Login 1-4,,false,,192,762,4,4,http://localhost:60190/profile/profile/getCertification,3,0,0
1659398223627,3,http://localhost:60190/profile/profile/getCertification,401,Unauthorized,MVP Studio Login 1-2,,false,,192,762,4,4,http://localhost:60190/profile/profile/getCertification,3,0,0
1659398223682,3,http://localhost:60190/profile/profile/getProfileDetails/?id=,401,Unauthorized,MVP Studio Login 1-1,,false,,192,740,4,4,http://localhost:60190/profile/profile/getProfileDetails/?id=,3,0,0
1659398217139,475,User Login,,"Number of samples in transaction : 11, number of failing samples : 9",MVP Studio Login 1-1,,false,,7101728,18724,4,4,null,142,6072,5
1659398224026,4,http://localhost:60190/profile/profile/getProfileDetails/?id=,401,Unauthorized,MVP Studio Login 1-3,,false,,192,740,3,3,http://localhost:60190/profile/profile/getProfileDetails/?id=,4,0,0
1659398217640,625,User Login,,"Number of samples in transaction : 11, number of failing samples : 9",MVP Studio Login 1-3,,false,,7101728,18724,3,3,null,149,5765,6
1659398224040,2,http://localhost:60190/profile/profile/getProfileDetails/?id=,401,Unauthorized,MVP Studio Login 1-2,,false,,192,740,2,2,http://localhost:60190/profile/profile/getProfileDetails/?id=,2,0,0
